interaction_id,customer_id,event_time,event_type,channel
I00008565,C000079,2025-10-22 07:00:00,page_view,web
I00008566,C000079,2025-10-25 04:00:00,page_view,web
I00008567,C000079,2025-10-29 03:00:00,page_view,web
I00008568,C000079,2025-11-05 21:00:00,add_to_cart,mobile_app
I00008569,C000079,2025-11-17 21:00:00,add_to_cart,web
I00008570,C000079,2025-11-19 04:00:00,email_open,web
I00008571,C000079,2025-12-12 13:00:00,login,mobile_app
I00008572,C000079,2025-12-13 16:00:00,email_open,mobile_app
I00008573,C000079,2026-01-06 20:00:00,email_open,web
I00008574,C000080,2024-11-09 14:00:00,login,mobile_app
I00008575,C000081,2024-07-15 22:00:00,login,web
I00008576,C000081,2024-08-12 09:00:00,page_view,web
I00008577,C000081,2024-08-14 14:00:00,add_to_cart,web
I00008578,C000081,2024-08-16 19:00:00,login,web
I00008579,C000081,2024-09-12 18:00:00,page_view,web
I00008580,C000081,2024-09-15 23:00:00,login,mobile_app
I00008581,C000081,2024-09-21 04:00:00,page_view,web
I00008582,C000081,2024-10-25 05:00:00,page_view,web
I00008583,C000081,2024-11-05 23:00:00,page_view,web
I00008584,C000081,2024-12-19 01:00:00,login,web
I00008585,C000081,2024-12-22 17:00:00,add_to_cart,web
I00008586,C000081,2025-01-14 18:00:00,page_view,email
I00008587,C000081,2025-01-28 07:00:00,email_click,web
I00008588,C000081,2025-02-03 12:00:00,login,mobile_app
I00008589,C000081,2025-02-04 00:00:00,page_view,web
I00008590,C000081,2025-03-08 23:00:00,page_view,web
I00008591,C000081,2025-03-12 02:00:00,page_view,web
I00008592,C000081,2025-04-01 22:00:00,page_view,email
I00008593,C000081,2025-04-18 14:00:00,login,web
I00008594,C000081,2025-04-19 02:00:00,page_view,mobile_app
I00008595,C000081,2025-04-19 13:00:00,login,web
I00008596,C000081,2025-04-28 02:00:00,page_view,mobile_app
I00008597,C000081,2025-05-01 17:00:00,email_open,mobile_app
I00008598,C000081,2025-05-10 04:00:00,email_open,web
I00008599,C000081,2025-05-30 17:00:00,page_view,mobile_app
I00008600,C000081,2025-06-03 00:00:00,page_view,web
I00008601,C000081,2025-06-16 02:00:00,login,web
I00008602,C000081,2025-06-20 05:00:00,email_open,web
I00008603,C000081,2025-06-22 05:00:00,login,web
I00008604,C000081,2025-06-27 19:00:00,page_view,web
I00008605,C000081,2025-07-01 05:00:00,login,web
I00008606,C000081,2025-07-08 14:00:00,add_to_cart,email
I00008607,C000081,2025-07-10 13:00:00,page_view,web
I00008608,C000081,2025-07-19 22:00:00,login,web
I00008609,C000081,2025-07-28 22:00:00,email_open,mobile_app
I00008610,C000081,2025-07-31 01:00:00,add_to_cart,web
I00008611,C000081,2025-08-30 03:00:00,login,web
I00008612,C000081,2025-09-29 01:00:00,page_view,mobile_app
I00008613,C000082,2025-03-04 15:00:00,email_open,mobile_app
I00008614,C000082,2025-03-07 07:00:00,page_view,mobile_app
I00008615,C000082,2025-03-11 23:00:00,email_open,web
I00008616,C000082,2025-03-28 22:00:00,login,web
I00008617,C000082,2025-04-07 06:00:00,login,web
I00008618,C000082,2025-04-08 09:00:00,add_to_cart,mobile_app
I00008619,C000082,2025-04-09 10:00:00,login,web
I00008620,C000082,2025-04-17 02:00:00,email_open,mobile_app
I00008621,C000082,2025-04-17 11:00:00,page_view,web
I00008622,C000082,2025-05-01 19:00:00,login,web
I00008623,C000082,2025-05-06 13:00:00,login,mobile_app
I00008624,C000082,2025-05-09 17:00:00,add_to_cart,web
I00008625,C000082,2025-05-13 18:00:00,page_view,web
I00008626,C000082,2025-05-18 22:00:00,login,web
I00008627,C000082,2025-06-01 17:00:00,page_view,mobile_app
I00008628,C000082,2025-06-08 01:00:00,add_to_cart,web
I00008629,C000082,2025-06-16 06:00:00,login,mobile_app
I00008630,C000082,2025-07-03 00:00:00,page_view,web
I00008631,C000082,2025-07-07 22:00:00,page_view,mobile_app
I00008632,C000082,2025-07-12 03:00:00,page_view,mobile_app
I00008633,C000082,2025-07-19 18:00:00,login,mobile_app
I00008634,C000082,2025-07-19 17:00:00,add_to_cart,web
I00008635,C000082,2025-07-30 02:00:00,page_view,web
I00008636,C000082,2025-08-05 20:00:00,email_open,web
I00008637,C000082,2025-08-12 12:00:00,email_click,web
I00008638,C000082,2025-08-21 19:00:00,page_view,mobile_app
I00008639,C000082,2025-08-30 00:00:00,email_open,web
I00008640,C000082,2025-09-01 11:00:00,email_click,email
I00008641,C000082,2025-09-09 07:00:00,add_to_cart,mobile_app
I00008642,C000082,2025-09-11 04:00:00,page_view,web
I00008643,C000082,2025-09-15 01:00:00,page_view,web
I00008644,C000082,2025-09-23 05:00:00,add_to_cart,web
I00008645,C000082,2025-10-03 07:00:00,add_to_cart,web
I00008646,C000082,2025-10-11 00:00:00,page_view,web
I00008647,C000082,2025-10-27 19:00:00,add_to_cart,mobile_app
I00008648,C000082,2025-10-30 03:00:00,page_view,mobile_app
I00008649,C000082,2025-11-05 02:00:00,login,web
I00008650,C000082,2025-11-16 13:00:00,login,web
I00008651,C000082,2025-11-18 07:00:00,page_view,mobile_app
I00008652,C000082,2025-11-21 08:00:00,page_view,web
I00008653,C000082,2025-11-23 00:00:00,email_open,web
I00008654,C000082,2025-11-24 19:00:00,page_view,web
I00008655,C000082,2025-11-26 16:00:00,add_to_cart,web
I00008656,C000082,2025-12-08 06:00:00,page_view,mobile_app
I00008657,C000082,2025-12-18 23:00:00,page_view,mobile_app
I00008658,C000082,2025-12-23 20:00:00,page_view,mobile_app
I00008659,C000082,2026-01-01 14:00:00,login,web
I00008660,C000082,2026-01-04 18:00:00,page_view,web
I00008661,C000082,2026-01-07 00:00:00,login,mobile_app
I00008662,C000082,2026-01-25 09:00:00,page_view,web
I00008663,C000082,2026-02-09 02:00:00,login,mobile_app
I00008664,C000082,2026-03-04 19:00:00,add_to_cart,mobile_app
I00008665,C000082,2026-03-12 09:00:00,login,mobile_app
I00008666,C000082,2026-03-22 14:00:00,page_view,web
I00008667,C000082,2026-04-05 22:00:00,add_to_cart,email
I00008668,C000082,2026-04-28 15:00:00,email_open,web
I00008669,C000082,2026-05-14 00:00:00,add_to_cart,web
I00008670,C000082,2026-05-26 03:00:00,page_view,mobile_app
I00008671,C000082,2026-05-30 22:00:00,add_to_cart,web
I00008672,C000082,2026-06-17 01:00:00,add_to_cart,mobile_app
I00008673,C000082,2026-06-26 07:00:00,email_open,web
I00008674,C000082,2026-06-27 17:00:00,page_view,web
I00008675,C000083,2024-03-04 23:00:00,page_view,web
I00008676,C000083,2024-03-07 10:00:00,page_view,mobile_app
I00008677,C000083,2024-03-07 08:00:00,page_view,mobile_app
I00008678,C000083,2024-03-13 09:00:00,add_to_cart,mobile_app
I00008679,C000083,2024-03-14 21:00:00,page_view,mobile_app
I00008680,C000083,2024-03-15 05:00:00,page_view,mobile_app
I00008681,C000083,2024-03-17 02:00:00,page_view,web
I00008682,C000083,2024-03-18 04:00:00,login,web
I00008683,C000083,2024-03-22 07:00:00,page_view,web
I00008684,C000083,2024-03-23 18:00:00,page_view,web
I00008685,C000083,2024-03-27 20:00:00,page_view,web
I00008686,C000083,2024-03-29 02:00:00,page_view,web
I00008687,C000083,2024-03-29 16:00:00,email_open,mobile_app
I00008688,C000083,2024-04-03 02:00:00,email_click,web
I00008689,C000083,2024-04-11 14:00:00,email_open,web
I00008690,C000083,2024-04-12 10:00:00,email_open,web
I00008691,C000083,2024-04-14 20:00:00,login,web
I00008692,C000083,2024-04-14 08:00:00,email_open,mobile_app
I00008693,C000083,2024-04-19 10:00:00,page_view,web
I00008694,C000083,2024-04-19 04:00:00,login,web
I00008695,C000083,2024-04-22 15:00:00,login,mobile_app
I00008696,C000083,2024-04-22 14:00:00,login,mobile_app
I00008697,C000083,2024-04-23 20:00:00,page_view,web
I00008698,C000083,2024-04-25 08:00:00,page_view,web
I00008699,C000083,2024-04-27 11:00:00,add_to_cart,email
I00008700,C000083,2024-05-02 14:00:00,login,mobile_app
I00008701,C000083,2024-05-07 21:00:00,page_view,email
I00008702,C000083,2024-05-08 23:00:00,add_to_cart,web
I00008703,C000083,2024-05-09 10:00:00,page_view,web
I00008704,C000083,2024-05-09 03:00:00,page_view,web
I00008705,C000083,2024-05-12 22:00:00,add_to_cart,web
I00008706,C000083,2024-05-16 14:00:00,email_open,web
I00008707,C000083,2024-05-21 01:00:00,email_click,web
I00008708,C000083,2024-05-22 20:00:00,page_view,web
I00008709,C000083,2024-05-23 06:00:00,email_click,mobile_app
I00008710,C000083,2024-05-25 13:00:00,page_view,web
I00008711,C000083,2024-05-25 10:00:00,page_view,web
I00008712,C000083,2024-05-29 20:00:00,page_view,mobile_app
I00008713,C000083,2024-06-03 18:00:00,page_view,web
I00008714,C000083,2024-06-05 03:00:00,page_view,web
I00008715,C000083,2024-06-05 13:00:00,add_to_cart,web
I00008716,C000083,2024-06-13 15:00:00,email_open,web
I00008717,C000083,2024-06-14 04:00:00,page_view,web
I00008718,C000083,2024-06-20 13:00:00,page_view,web
I00008719,C000083,2024-06-23 12:00:00,page_view,web
I00008720,C000083,2024-06-23 13:00:00,email_open,email
I00008721,C000083,2024-06-24 08:00:00,email_open,email
I00008722,C000083,2024-06-25 08:00:00,page_view,web
I00008723,C000083,2024-06-27 07:00:00,page_view,web
I00008724,C000083,2024-07-01 04:00:00,page_view,web
I00008725,C000083,2024-07-02 17:00:00,email_open,web
I00008726,C000083,2024-07-03 13:00:00,add_to_cart,web
I00008727,C000083,2024-07-05 02:00:00,email_open,web
I00008728,C000083,2024-07-05 09:00:00,email_open,mobile_app
I00008729,C000083,2024-07-10 22:00:00,page_view,web
I00008730,C000083,2024-07-11 13:00:00,page_view,mobile_app
I00008731,C000083,2024-07-11 19:00:00,add_to_cart,email
I00008732,C000083,2024-07-13 01:00:00,add_to_cart,email
I00008733,C000083,2024-07-15 23:00:00,login,web
I00008734,C000083,2024-07-15 10:00:00,page_view,web
I00008735,C000083,2024-07-25 13:00:00,page_view,mobile_app
I00008736,C000083,2024-07-27 01:00:00,add_to_cart,web
I00008737,C000083,2024-07-27 07:00:00,email_open,mobile_app
I00008738,C000083,2024-07-31 04:00:00,email_click,web
I00008739,C000083,2024-08-02 15:00:00,email_open,web
I00008740,C000083,2024-08-03 00:00:00,email_open,email
I00008741,C000083,2024-08-06 18:00:00,email_open,web
I00008742,C000083,2024-08-10 12:00:00,add_to_cart,web
I00008743,C000083,2024-08-12 00:00:00,email_open,mobile_app
I00008744,C000083,2024-08-12 09:00:00,email_open,mobile_app
I00008745,C000083,2024-08-15 23:00:00,login,web
I00008746,C000083,2024-08-15 09:00:00,email_open,mobile_app
I00008747,C000083,2024-08-16 00:00:00,email_open,mobile_app
I00008748,C000083,2024-08-17 20:00:00,add_to_cart,web
I00008749,C000083,2024-08-18 00:00:00,login,mobile_app
I00008750,C000083,2024-08-20 22:00:00,add_to_cart,email
I00008751,C000083,2024-08-24 00:00:00,page_view,web
I00008752,C000083,2024-08-25 19:00:00,email_click,mobile_app
I00008753,C000083,2024-08-26 12:00:00,page_view,web
I00008754,C000083,2024-08-27 08:00:00,page_view,web
I00008755,C000083,2024-08-30 15:00:00,page_view,email
I00008756,C000083,2024-08-31 10:00:00,page_view,web
I00008757,C000083,2024-09-01 23:00:00,email_open,web
I00008758,C000083,2024-09-05 13:00:00,login,web
I00008759,C000083,2024-09-13 09:00:00,email_click,web
I00008760,C000083,2024-09-14 12:00:00,page_view,web
I00008761,C000083,2024-09-17 02:00:00,email_open,email
I00008762,C000083,2024-09-17 20:00:00,email_click,email
I00008763,C000083,2024-09-22 22:00:00,page_view,web
I00008764,C000083,2024-09-23 19:00:00,login,mobile_app
I00008765,C000083,2024-09-29 14:00:00,email_open,mobile_app
I00008766,C000083,2024-09-30 20:00:00,email_click,mobile_app
I00008767,C000083,2024-09-30 10:00:00,login,mobile_app
I00008768,C000083,2024-10-05 17:00:00,page_view,mobile_app
I00008769,C000083,2024-10-07 22:00:00,page_view,mobile_app
I00008770,C000083,2024-10-13 07:00:00,page_view,web
I00008771,C000083,2024-10-15 22:00:00,email_open,web
I00008772,C000083,2024-10-15 06:00:00,email_open,web
I00008773,C000083,2024-10-18 18:00:00,page_view,web
I00008774,C000083,2024-10-19 15:00:00,add_to_cart,web
I00008775,C000083,2024-10-20 12:00:00,login,web
I00008776,C000083,2024-10-21 15:00:00,page_view,mobile_app
I00008777,C000083,2024-10-22 21:00:00,login,web
I00008778,C000083,2024-10-24 10:00:00,page_view,web
I00008779,C000083,2024-10-30 18:00:00,page_view,mobile_app
I00008780,C000083,2024-10-30 08:00:00,add_to_cart,web
I00008781,C000083,2024-11-03 04:00:00,email_click,email
I00008782,C000083,2024-11-03 09:00:00,email_open,web
I00008783,C000083,2024-11-03 21:00:00,add_to_cart,web
I00008784,C000083,2024-11-04 11:00:00,page_view,mobile_app
I00008785,C000083,2024-11-06 07:00:00,add_to_cart,web
I00008786,C000083,2024-11-19 02:00:00,page_view,mobile_app
I00008787,C000083,2024-11-20 18:00:00,page_view,web
I00008788,C000083,2024-11-21 13:00:00,add_to_cart,web
I00008789,C000083,2024-11-26 23:00:00,page_view,web
I00008790,C000083,2024-11-27 16:00:00,page_view,web
I00008791,C000083,2024-11-28 04:00:00,add_to_cart,mobile_app
I00008792,C000083,2024-11-28 11:00:00,add_to_cart,mobile_app
I00008793,C000083,2024-11-29 20:00:00,login,mobile_app
I00008794,C000083,2024-11-29 04:00:00,add_to_cart,mobile_app
I00008795,C000083,2024-11-30 04:00:00,add_to_cart,web
I00008796,C000083,2024-12-06 21:00:00,add_to_cart,web
I00008797,C000083,2024-12-12 20:00:00,page_view,web
I00008798,C000083,2024-12-15 12:00:00,page_view,web
I00008799,C000083,2024-12-16 04:00:00,page_view,web
I00008800,C000083,2024-12-17 20:00:00,email_open,mobile_app
I00008801,C000083,2024-12-18 23:00:00,email_open,email
I00008802,C000083,2024-12-20 03:00:00,email_click,mobile_app
I00008803,C000083,2024-12-21 12:00:00,login,mobile_app
I00008804,C000083,2024-12-23 20:00:00,login,web
I00008805,C000083,2024-12-23 13:00:00,page_view,web
I00008806,C000083,2024-12-25 02:00:00,add_to_cart,email
I00008807,C000083,2024-12-25 23:00:00,page_view,web
I00008808,C000083,2024-12-27 23:00:00,page_view,web
I00008809,C000083,2024-12-27 19:00:00,email_open,web
I00008810,C000083,2025-01-01 10:00:00,login,web
I00008811,C000083,2025-01-01 00:00:00,add_to_cart,web
I00008812,C000083,2025-01-02 07:00:00,add_to_cart,web
I00008813,C000083,2025-01-08 15:00:00,email_open,mobile_app
I00008814,C000083,2025-01-14 05:00:00,page_view,web
I00008815,C000083,2025-01-14 10:00:00,page_view,mobile_app
I00008816,C000083,2025-01-16 00:00:00,page_view,web
I00008817,C000083,2025-01-16 22:00:00,email_click,mobile_app
I00008818,C000083,2025-01-18 11:00:00,page_view,mobile_app
I00008819,C000083,2025-01-21 04:00:00,login,web
I00008820,C000083,2025-01-22 00:00:00,page_view,web
I00008821,C000083,2025-01-26 02:00:00,page_view,mobile_app
I00008822,C000083,2025-01-28 16:00:00,page_view,web
I00008823,C000083,2025-01-28 01:00:00,page_view,web
I00008824,C000083,2025-01-30 04:00:00,add_to_cart,mobile_app
I00008825,C000083,2025-01-31 04:00:00,page_view,mobile_app
I00008826,C000083,2025-02-03 11:00:00,page_view,mobile_app
I00008827,C000083,2025-02-09 11:00:00,page_view,mobile_app
I00008828,C000083,2025-02-09 22:00:00,login,web
I00008829,C000083,2025-02-13 11:00:00,login,mobile_app
I00008830,C000083,2025-02-15 05:00:00,email_open,email
I00008831,C000083,2025-02-19 05:00:00,page_view,mobile_app
I00008832,C000083,2025-02-21 03:00:00,email_click,web
I00008833,C000083,2025-02-22 09:00:00,login,mobile_app
I00008834,C000083,2025-02-25 02:00:00,page_view,mobile_app
I00008835,C000083,2025-03-03 01:00:00,login,web
I00008836,C000083,2025-03-06 00:00:00,page_view,web
I00008837,C000083,2025-03-06 15:00:00,page_view,web
I00008838,C000083,2025-03-06 03:00:00,page_view,web
I00008839,C000083,2025-03-11 23:00:00,page_view,web
I00008840,C000083,2025-03-11 12:00:00,email_open,mobile_app
I00008841,C000083,2025-03-12 13:00:00,login,web
I00008842,C000083,2025-03-15 01:00:00,login,web
I00008843,C000083,2025-03-21 19:00:00,page_view,web
I00008844,C000083,2025-03-26 18:00:00,add_to_cart,mobile_app
I00008845,C000083,2025-03-27 11:00:00,email_open,web
I00008846,C000083,2025-03-29 10:00:00,login,web
I00008847,C000083,2025-03-30 19:00:00,email_open,web
I00008848,C000083,2025-04-09 15:00:00,email_open,web
I00008849,C000083,2025-04-10 11:00:00,login,mobile_app
I00008850,C000083,2025-04-13 07:00:00,add_to_cart,web
I00008851,C000083,2025-04-17 18:00:00,add_to_cart,web
I00008852,C000083,2025-04-19 07:00:00,page_view,web
I00008853,C000083,2025-04-20 12:00:00,login,web
I00008854,C000083,2025-04-21 22:00:00,email_open,mobile_app
I00008855,C000083,2025-04-22 22:00:00,page_view,web
I00008856,C000083,2025-04-23 17:00:00,email_click,web
I00008857,C000083,2025-04-24 02:00:00,page_view,web
I00008858,C000083,2025-04-25 05:00:00,page_view,web
I00008859,C000083,2025-04-26 08:00:00,add_to_cart,web
I00008860,C000083,2025-04-30 08:00:00,page_view,mobile_app
I00008861,C000083,2025-05-03 01:00:00,page_view,mobile_app
I00008862,C000083,2025-05-08 00:00:00,email_click,web
I00008863,C000083,2025-05-08 07:00:00,page_view,web
I00008864,C000083,2025-05-13 04:00:00,login,email
I00008865,C000083,2025-05-14 02:00:00,login,web
I00008866,C000083,2025-05-15 00:00:00,add_to_cart,web
I00008867,C000083,2025-05-18 06:00:00,page_view,web
I00008868,C000083,2025-05-21 23:00:00,page_view,web
I00008869,C000083,2025-05-21 15:00:00,email_open,web
I00008870,C000083,2025-05-21 23:00:00,page_view,web
I00008871,C000083,2025-05-23 04:00:00,page_view,mobile_app
I00008872,C000083,2025-05-28 03:00:00,page_view,web
I00008873,C000083,2025-06-01 20:00:00,login,web
I00008874,C000083,2025-06-04 22:00:00,login,web
I00008875,C000083,2025-06-04 22:00:00,page_view,mobile_app
I00008876,C000083,2025-06-05 09:00:00,login,web
I00008877,C000083,2025-06-05 23:00:00,login,web
I00008878,C000083,2025-06-08 02:00:00,email_open,web
I00008879,C000083,2025-06-16 12:00:00,add_to_cart,mobile_app
I00008880,C000083,2025-06-22 01:00:00,login,mobile_app
I00008881,C000083,2025-06-26 03:00:00,email_open,mobile_app
I00008882,C000083,2025-06-26 07:00:00,page_view,mobile_app
I00008883,C000083,2025-06-29 12:00:00,login,mobile_app
I00008884,C000083,2025-07-03 10:00:00,page_view,web
I00008885,C000083,2025-07-05 03:00:00,page_view,email
I00008886,C000083,2025-07-07 08:00:00,email_open,web
I00008887,C000083,2025-07-10 03:00:00,add_to_cart,email
I00008888,C000083,2025-07-11 22:00:00,add_to_cart,web
I00008889,C000083,2025-07-12 07:00:00,page_view,mobile_app
I00008890,C000083,2025-07-14 20:00:00,page_view,web
I00008891,C000083,2025-07-15 12:00:00,email_open,mobile_app
I00008892,C000083,2025-07-16 10:00:00,page_view,email
I00008893,C000083,2025-07-21 01:00:00,page_view,mobile_app
I00008894,C000083,2025-07-23 15:00:00,page_view,web
I00008895,C000083,2025-07-29 21:00:00,page_view,web
I00008896,C000083,2025-07-29 19:00:00,page_view,web
I00008897,C000083,2025-07-29 04:00:00,page_view,web
I00008898,C000083,2025-07-31 15:00:00,page_view,web
I00008899,C000083,2025-07-31 14:00:00,add_to_cart,web
I00008900,C000083,2025-08-02 09:00:00,page_view,web
I00008901,C000083,2025-08-03 17:00:00,login,web
I00008902,C000083,2025-08-08 04:00:00,login,web
I00008903,C000083,2025-08-12 15:00:00,email_click,mobile_app
I00008904,C000083,2025-08-16 21:00:00,add_to_cart,web
I00008905,C000083,2025-08-16 00:00:00,page_view,mobile_app
I00008906,C000083,2025-08-22 07:00:00,add_to_cart,mobile_app
I00008907,C000083,2025-08-27 15:00:00,email_open,email
I00008908,C000083,2025-08-28 20:00:00,email_open,email
I00008909,C000083,2025-08-30 07:00:00,page_view,web
I00008910,C000083,2025-09-01 09:00:00,email_open,mobile_app
I00008911,C000083,2025-09-01 03:00:00,page_view,web
I00008912,C000083,2025-09-02 00:00:00,email_click,mobile_app
I00008913,C000083,2025-09-03 09:00:00,page_view,web
I00008914,C000083,2025-09-03 22:00:00,page_view,web
I00008915,C000083,2025-09-05 09:00:00,login,mobile_app
I00008916,C000083,2025-09-07 06:00:00,email_click,mobile_app
I00008917,C000083,2025-09-08 11:00:00,add_to_cart,web
I00008918,C000083,2025-09-10 16:00:00,login,email
I00008919,C000083,2025-09-12 21:00:00,login,web
I00008920,C000083,2025-09-12 20:00:00,login,web
I00008921,C000083,2025-09-16 16:00:00,page_view,web
I00008922,C000083,2025-09-18 03:00:00,email_open,mobile_app
I00008923,C000083,2025-09-19 15:00:00,page_view,mobile_app
I00008924,C000083,2025-09-22 07:00:00,add_to_cart,web
I00008925,C000083,2025-09-23 18:00:00,login,web
I00008926,C000083,2025-09-24 05:00:00,login,mobile_app
I00008927,C000083,2025-09-27 00:00:00,page_view,web
I00008928,C000083,2025-09-29 07:00:00,login,mobile_app
I00008929,C000083,2025-10-03 05:00:00,page_view,web
I00008930,C000083,2025-10-08 11:00:00,add_to_cart,mobile_app
I00008931,C000083,2025-10-12 15:00:00,email_open,email
I00008932,C000083,2025-10-15 14:00:00,email_open,web
I00008933,C000083,2025-10-16 06:00:00,login,mobile_app
I00008934,C000083,2025-10-17 15:00:00,add_to_cart,web
I00008935,C000083,2025-10-18 00:00:00,page_view,web
I00008936,C000083,2025-10-21 19:00:00,page_view,web
I00008937,C000083,2025-10-22 09:00:00,add_to_cart,web
I00008938,C000083,2025-10-24 06:00:00,add_to_cart,web
I00008939,C000083,2025-10-25 07:00:00,email_open,email
I00008940,C000083,2025-10-28 13:00:00,page_view,web
I00008941,C000083,2025-10-31 21:00:00,page_view,web
I00008942,C000083,2025-11-07 22:00:00,page_view,mobile_app
I00008943,C000083,2025-11-11 17:00:00,page_view,mobile_app
I00008944,C000083,2025-11-24 00:00:00,email_click,mobile_app
I00008945,C000083,2025-11-24 04:00:00,add_to_cart,mobile_app
I00008946,C000083,2025-11-26 02:00:00,page_view,web
I00008947,C000083,2025-12-08 23:00:00,login,web
I00008948,C000083,2025-12-14 04:00:00,login,mobile_app
I00008949,C000083,2025-12-20 21:00:00,page_view,web
I00008950,C000084,2024-01-11 02:00:00,email_open,web
I00008951,C000084,2024-01-14 07:00:00,page_view,web
I00008952,C000084,2024-01-18 15:00:00,add_to_cart,web
I00008953,C000084,2024-01-22 16:00:00,add_to_cart,web
I00008954,C000084,2024-01-24 17:00:00,add_to_cart,mobile_app
I00008955,C000084,2024-01-26 02:00:00,page_view,web
I00008956,C000084,2024-01-30 22:00:00,add_to_cart,web
I00008957,C000084,2024-02-06 03:00:00,login,mobile_app
I00008958,C000084,2024-02-07 07:00:00,email_open,web
I00008959,C000084,2024-02-08 15:00:00,page_view,mobile_app
I00008960,C000084,2024-02-10 11:00:00,page_view,web
I00008961,C000084,2024-02-13 23:00:00,email_open,mobile_app
I00008962,C000084,2024-02-13 07:00:00,login,web
I00008963,C000084,2024-02-14 16:00:00,login,web
I00008964,C000084,2024-02-18 16:00:00,login,mobile_app
I00008965,C000084,2024-02-22 20:00:00,page_view,mobile_app
I00008966,C000084,2024-02-25 06:00:00,email_open,web
I00008967,C000084,2024-02-27 14:00:00,add_to_cart,mobile_app
I00008968,C000084,2024-02-28 06:00:00,login,web
I00008969,C000084,2024-02-28 22:00:00,page_view,mobile_app
I00008970,C000084,2024-02-29 17:00:00,email_click,mobile_app
I00008971,C000084,2024-03-01 00:00:00,page_view,mobile_app
I00008972,C000084,2024-03-03 04:00:00,page_view,mobile_app
I00008973,C000084,2024-03-06 19:00:00,page_view,web
I00008974,C000084,2024-03-11 13:00:00,page_view,mobile_app
I00008975,C000084,2024-03-17 20:00:00,page_view,email
I00008976,C000084,2024-03-18 17:00:00,page_view,web
I00008977,C000084,2024-03-19 12:00:00,page_view,mobile_app
I00008978,C000084,2024-03-20 23:00:00,page_view,mobile_app
I00008979,C000084,2024-03-23 06:00:00,login,mobile_app
I00008980,C000084,2024-03-24 23:00:00,email_open,email
I00008981,C000084,2024-03-26 08:00:00,add_to_cart,web
I00008982,C000084,2024-03-28 09:00:00,email_open,mobile_app
I00008983,C000084,2024-04-01 05:00:00,add_to_cart,mobile_app
I00008984,C000084,2024-04-01 00:00:00,page_view,email
I00008985,C000084,2024-04-03 10:00:00,page_view,web
I00008986,C000084,2024-04-12 15:00:00,page_view,web
I00008987,C000084,2024-04-15 21:00:00,page_view,mobile_app
I00008988,C000084,2024-04-19 14:00:00,add_to_cart,mobile_app
I00008989,C000084,2024-04-26 18:00:00,page_view,mobile_app
I00008990,C000084,2024-04-26 21:00:00,email_open,web
I00008991,C000084,2024-05-02 04:00:00,add_to_cart,email
I00008992,C000084,2024-05-08 03:00:00,add_to_cart,web
I00008993,C000084,2024-05-12 14:00:00,login,mobile_app
I00008994,C000084,2024-05-13 16:00:00,login,mobile_app
I00008995,C000084,2024-05-15 23:00:00,add_to_cart,web
I00008996,C000084,2024-05-24 14:00:00,page_view,web
I00008997,C000084,2024-05-25 22:00:00,page_view,web
I00008998,C000084,2024-05-27 20:00:00,page_view,web
I00008999,C000084,2024-05-30 06:00:00,page_view,web
I00009000,C000084,2024-06-08 21:00:00,page_view,web
I00009001,C000084,2024-06-09 14:00:00,add_to_cart,web
I00009002,C000084,2024-06-09 12:00:00,page_view,web
I00009003,C000084,2024-06-11 14:00:00,add_to_cart,email
I00009004,C000084,2024-06-14 10:00:00,email_open,web
I00009005,C000084,2024-06-14 17:00:00,login,web
I00009006,C000084,2024-06-15 06:00:00,add_to_cart,web
I00009007,C000084,2024-06-26 19:00:00,add_to_cart,mobile_app
I00009008,C000084,2024-06-30 22:00:00,login,web
I00009009,C000084,2024-07-03 14:00:00,page_view,web
I00009010,C000084,2024-07-09 12:00:00,email_open,email
I00009011,C000084,2024-07-10 10:00:00,page_view,email
I00009012,C000084,2024-07-11 18:00:00,page_view,web
I00009013,C000084,2024-07-12 21:00:00,page_view,mobile_app
I00009014,C000084,2024-07-13 12:00:00,login,web
I00009015,C000084,2024-07-13 20:00:00,page_view,mobile_app
I00009016,C000084,2024-07-15 04:00:00,add_to_cart,web
I00009017,C000084,2024-07-19 07:00:00,login,web
I00009018,C000084,2024-07-24 09:00:00,login,web
I00009019,C000084,2024-07-28 12:00:00,email_open,mobile_app
I00009020,C000084,2024-08-07 21:00:00,login,mobile_app
I00009021,C000084,2024-08-10 15:00:00,login,mobile_app
I00009022,C000084,2024-08-15 04:00:00,login,web
I00009023,C000084,2024-08-22 13:00:00,page_view,web
I00009024,C000084,2024-09-02 15:00:00,add_to_cart,mobile_app
I00009025,C000084,2024-09-03 16:00:00,page_view,web
I00009026,C000084,2024-09-03 21:00:00,email_open,web
I00009027,C000084,2024-09-04 10:00:00,page_view,web
I00009028,C000084,2024-09-06 21:00:00,add_to_cart,mobile_app
I00009029,C000084,2024-09-17 22:00:00,login,web
I00009030,C000084,2024-09-18 23:00:00,page_view,web
I00009031,C000084,2024-09-20 00:00:00,add_to_cart,mobile_app
I00009032,C000084,2024-09-30 04:00:00,add_to_cart,web
I00009033,C000084,2024-10-02 06:00:00,page_view,mobile_app
I00009034,C000084,2024-10-05 10:00:00,login,email
I00009035,C000084,2024-10-06 17:00:00,page_view,mobile_app
I00009036,C000084,2024-10-15 12:00:00,login,web
I00009037,C000084,2024-10-21 08:00:00,email_click,web
I00009038,C000084,2024-10-23 16:00:00,page_view,web
