order_id,customer_id,order_date,product_id,quantity,amount,discount,status
O00001962,C000110,2025-06-09 23:00:00,P00064,3,36.06,0.0,completed
O00001963,C000110,2025-07-10 22:00:00,P00067,3,33.97,0.1,completed
O00001964,C000110,2025-08-08 18:00:00,P00029,2,48.31,0.1,completed
O00001965,C000110,2025-09-12 22:00:00,P00008,2,25.63,0.1,completed
O00001966,C000110,2025-09-21 18:00:00,P00059,2,26.84,0.0,completed
O00001967,C000110,2025-09-24 22:00:00,P00051,3,101.52,0.2,completed
O00001968,C000110,2025-10-18 01:00:00,P00043,1,7.76,0.1,completed
O00001969,C000110,2025-10-19 00:00:00,P00078,1,16.63,0.1,completed
O00001970,C000110,2025-11-01 11:00:00,P00027,2,37.06,0.0,completed
O00001971,C000111,2024-04-23 04:00:00,P00016,2,25.54,0.0,completed
O00001972,C000111,2024-07-04 15:00:00,P00000,1,45.53,0.0,cancelled
O00001973,C000111,2024-07-16 07:00:00,P00059,3,36.23,0.1,completed
O00001974,C000111,2024-08-19 15:00:00,P00055,2,20.42,0.0,completed
O00001975,C000111,2024-10-13 21:00:00,P00057,2,89.68,0.2,refunded
O00001976,C000111,2024-10-28 14:00:00,P00057,3,134.52,0.2,completed
O00001977,C000111,2024-11-30 08:00:00,P00067,3,37.74,0.0,completed
O00001978,C000111,2025-01-07 00:00:00,P00050,1,40.2,0.2,completed
O00001979,C000111,2025-04-05 07:00:00,P00076,3,190.53,0.0,completed
O00001980,C000111,2025-04-15 23:00:00,P00018,1,12.44,0.0,completed
O00001981,C000111,2025-04-27 14:00:00,P00033,2,31.9,0.0,completed
O00001982,C000111,2025-05-24 23:00:00,P00036,3,36.22,0.2,completed
O00001983,C000111,2025-08-03 00:00:00,P00020,1,27.93,0.1,completed
O00001984,C000111,2025-10-04 10:00:00,P00007,3,160.89,0.0,completed
O00001985,C000111,2025-10-11 10:00:00,P00050,2,100.5,0.0,completed
O00001986,C000111,2025-11-17 02:00:00,P00074,2,26.91,0.1,completed
O00001987,C000111,2026-01-04 02:00:00,P00030,3,26.74,0.2,completed
O00001988,C000111,2026-01-13 13:00:00,P00058,3,65.13,0.0,completed
O00001989,C000111,2026-01-26 00:00:00,P00040,3,33.34,0.1,completed
O00001990,C000111,2026-02-26 04:00:00,P00074,1,14.95,0.0,completed
O00001991,C000111,2026-03-13 02:00:00,P00050,3,120.6,0.2,completed
O00001992,C000111,2026-03-13 18:00:00,P00015,3,32.7,0.0,completed
O00001993,C000111,2026-03-27 09:00:00,P00072,3,12.26,0.1,completed
O00001994,C000111,2026-04-26 05:00:00,P00040,1,11.12,0.1,completed
O00001995,C000111,2026-04-27 20:00:00,P00068,2,73.86,0.0,completed
O00001996,C000111,2026-05-18 12:00:00,P00021,1,9.09,0.0,completed
O00001997,C000111,2026-05-21 09:00:00,P00038,2,89.06,0.0,cancelled
O00001998,C000111,2026-06-15 12:00:00,P00047,3,85.47,0.0,completed
O00001999,C000111,2026-06-27 15:00:00,P00047,1,22.79,0.2,completed
O00002000,C000112,2024-05-06 08:00:00,P00057,3,168.15,0.0,completed
O00002001,C000112,2024-06-05 05:00:00,P00029,2,42.94,0.2,completed
O00002002,C000112,2024-07-14 13:00:00,P00019,1,17.0,0.0,completed
O00002003,C000112,2024-07-20 05:00:00,P00032,1,12.85,0.1,completed
O00002004,C000112,2024-08-08 13:00:00,P00053,1,39.49,0.0,completed
O00002005,C000112,2024-09-29 03:00:00,P00048,2,71.5,0.0,completed
O00002006,C000112,2024-10-03 13:00:00,P00027,1,14.82,0.2,completed
O00002007,C000112,2024-10-05 03:00:00,P00063,3,69.55,0.1,completed
O00002008,C000112,2024-10-14 21:00:00,P00012,3,35.29,0.1,completed
O00002009,C000112,2024-11-07 07:00:00,P00009,3,100.86,0.0,completed
O00002010,C000112,2024-11-29 06:00:00,P00079,1,31.06,0.2,completed
O00002011,C000112,2025-01-13 10:00:00,P00037,1,22.61,0.1,completed
O00002012,C000112,2025-01-23 16:00:00,P00000,1,45.53,0.0,completed
O00002013,C000112,2025-02-18 22:00:00,P00024,1,19.88,0.0,completed
O00002014,C000112,2025-02-19 22:00:00,P00010,2,34.94,0.0,completed
O00002015,C000112,2025-03-20 18:00:00,P00062,2,64.66,0.0,completed
O00002016,C000112,2025-04-07 20:00:00,P00069,3,527.31,0.0,refunded
O00002017,C000112,2025-05-11 02:00:00,P00034,3,63.17,0.2,completed
O00002018,C000112,2025-06-28 02:00:00,P00030,1,11.14,0.0,refunded
O00002019,C000112,2025-07-26 23:00:00,P00031,3,14.79,0.0,completed
O00002020,C000112,2025-08-10 03:00:00,P00015,3,32.7,0.0,completed
O00002021,C000112,2025-08-12 03:00:00,P00011,2,37.44,0.0,completed
O00002022,C000112,2025-08-25 23:00:00,P00079,1,31.06,0.2,completed
O00002023,C000112,2025-08-29 22:00:00,P00007,3,160.89,0.0,completed
O00002024,C000112,2025-09-18 00:00:00,P00064,2,24.04,0.0,completed
O00002025,C000112,2025-09-21 20:00:00,P00078,3,44.35,0.2,completed
O00002026,C000112,2025-09-23 21:00:00,P00019,1,13.6,0.2,completed
O00002027,C000112,2025-09-25 07:00:00,P00010,2,27.95,0.2,completed
O00002028,C000112,2025-09-27 19:00:00,P00011,1,14.98,0.2,completed
O00002029,C000112,2025-11-02 16:00:00,P00002,1,32.54,0.0,completed
O00002030,C000112,2025-11-13 03:00:00,P00007,3,160.89,0.0,completed
O00002031,C000112,2025-11-15 23:00:00,P00005,1,22.57,0.0,completed
O00002032,C000112,2025-11-19 22:00:00,P00026,1,25.03,0.1,refunded
O00002033,C000112,2026-01-01 08:00:00,P00077,1,34.63,0.2,completed
O00002034,C000112,2026-01-12 12:00:00,P00027,1,18.53,0.0,completed
O00002035,C000112,2026-01-23 09:00:00,P00012,1,10.46,0.2,completed
O00002036,C000112,2026-02-11 19:00:00,P00054,2,18.26,0.0,completed
O00002037,C000112,2026-02-16 02:00:00,P00059,3,40.26,0.0,completed
O00002038,C000112,2026-02-20 15:00:00,P00045,1,16.02,0.0,completed
O00002039,C000112,2026-02-25 11:00:00,P00003,3,72.48,0.0,completed
O00002040,C000112,2026-02-25 03:00:00,P00004,2,37.0,0.0,completed
O00002041,C000112,2026-04-04 03:00:00,P00073,2,42.62,0.0,completed
O00002042,C000113,2025-03-28 03:00:00,P00025,3,82.02,0.0,completed
O00002043,C000113,2025-10-05 21:00:00,P00037,1,25.12,0.0,completed
O00002044,C000114,2024-03-21 21:00:00,P00006,1,32.08,0.0,completed
O00002045,C000114,2024-03-30 04:00:00,P00028,3,44.91,0.0,completed
O00002046,C000114,2024-04-04 00:00:00,P00034,2,52.64,0.0,completed
O00002047,C000114,2024-05-25 12:00:00,P00067,1,11.32,0.1,completed
O00002048,C000114,2024-07-04 01:00:00,P00072,1,4.54,0.0,completed
O00002049,C000114,2024-07-17 23:00:00,P00016,2,25.54,0.0,completed
O00002050,C000114,2024-08-03 20:00:00,P00011,2,37.44,0.0,completed
O00002051,C000114,2024-08-26 19:00:00,P00062,3,87.29,0.1,completed
O00002052,C000114,2024-09-02 09:00:00,P00070,3,20.55,0.0,completed
O00002053,C000114,2024-09-24 19:00:00,P00041,2,35.62,0.0,completed
O00002054,C000114,2024-10-21 08:00:00,P00027,1,14.82,0.2,completed
O00002055,C000114,2024-11-07 19:00:00,P00053,1,35.54,0.1,completed
O00002056,C000114,2024-11-13 23:00:00,P00044,3,90.0,0.2,completed
O00002057,C000114,2024-12-08 21:00:00,P00010,3,52.41,0.0,completed
O00002058,C000114,2024-12-09 04:00:00,P00031,1,4.93,0.0,completed
O00002059,C000114,2024-12-23 19:00:00,P00074,2,26.91,0.1,completed
O00002060,C000114,2025-02-14 18:00:00,P00044,1,30.0,0.2,completed
O00002061,C000114,2025-02-18 23:00:00,P00031,1,4.93,0.0,completed
O00002062,C000114,2025-04-06 16:00:00,P00024,1,17.89,0.1,completed
O00002063,C000114,2025-04-25 05:00:00,P00054,1,8.22,0.1,completed
O00002064,C000114,2025-05-31 23:00:00,P00006,3,96.24,0.0,completed
O00002065,C000114,2025-06-16 15:00:00,P00070,2,13.7,0.0,completed
O00002066,C000114,2025-07-22 08:00:00,P00069,1,158.19,0.1,completed
O00002067,C000114,2025-07-23 21:00:00,P00028,2,29.94,0.0,completed
O00002068,C000114,2025-07-24 05:00:00,P00037,3,75.36,0.0,completed
O00002069,C000114,2025-09-20 21:00:00,P00058,2,43.42,0.0,completed
O00002070,C000114,2025-09-25 02:00:00,P00075,3,72.75,0.0,refunded
O00002071,C000114,2025-10-03 07:00:00,P00007,1,42.9,0.2,completed
O00002072,C000114,2025-10-11 20:00:00,P00043,2,17.24,0.0,completed
O00002073,C000114,2025-10-14 00:00:00,P00021,2,14.54,0.2,completed
O00002074,C000114,2025-10-14 18:00:00,P00070,1,6.16,0.1,completed
O00002075,C000114,2025-12-03 21:00:00,P00035,2,51.0,0.0,completed
O00002076,C000114,2025-12-03 04:00:00,P00018,2,22.39,0.1,completed
O00002077,C000114,2025-12-14 16:00:00,P00014,3,30.72,0.0,completed
O00002078,C000114,2025-12-23 18:00:00,P00025,2,54.68,0.0,completed
O00002079,C000114,2026-02-03 17:00:00,P00015,1,10.9,0.0,completed
O00002080,C000114,2026-03-05 06:00:00,P00008,1,11.39,0.2,completed
O00002081,C000114,2026-04-15 07:00:00,P00055,2,18.38,0.1,completed
O00002082,C000114,2026-06-06 21:00:00,P00046,2,100.96,0.0,completed
O00002083,C000114,2026-06-24 01:00:00,P00063,3,61.82,0.2,completed
O00002084,C000115,2025-04-01 23:00:00,P00034,1,21.06,0.2,completed
O00002085,C000115,2025-04-05 11:00:00,P00011,3,56.16,0.0,completed
O00002086,C000115,2025-04-13 23:00:00,P00012,1,13.07,0.0,completed
O00002087,C000115,2025-04-15 18:00:00,P00042,3,93.53,0.2,completed
O00002088,C000115,2025-05-05 08:00:00,P00038,2,89.06,0.0,cancelled
O00002089,C000115,2025-05-08 19:00:00,P00035,1,25.5,0.0,completed
O00002090,C000115,2025-05-18 00:00:00,P00047,2,56.98,0.0,completed
O00002091,C000115,2025-05-30 11:00:00,P00048,3,107.25,0.0,completed
O00002092,C000115,2025-06-10 01:00:00,P00060,3,108.57,0.0,completed
O00002093,C000115,2025-06-11 04:00:00,P00034,2,52.64,0.0,completed
O00002094,C000115,2025-06-13 23:00:00,P00014,2,20.48,0.0,completed
O00002095,C000115,2025-06-28 06:00:00,P00069,3,527.31,0.0,completed
O00002096,C000115,2025-07-18 21:00:00,P00002,1,32.54,0.0,completed
O00002097,C000115,2025-07-21 15:00:00,P00022,1,23.44,0.0,completed
O00002098,C000115,2025-07-24 10:00:00,P00071,3,51.86,0.2,completed
O00002099,C000115,2025-07-29 04:00:00,P00052,3,36.42,0.0,completed
O00002100,C000115,2025-07-31 21:00:00,P00013,1,15.77,0.2,completed
O00002101,C000115,2025-08-02 22:00:00,P00008,3,42.72,0.0,completed
O00002102,C000115,2025-08-12 07:00:00,P00027,1,18.53,0.0,completed
O00002103,C000115,2025-08-12 08:00:00,P00070,3,20.55,0.0,completed
O00002104,C000115,2025-08-18 16:00:00,P00069,2,351.54,0.0,completed
O00002105,C000115,2025-08-18 08:00:00,P00068,1,36.93,0.0,completed
O00002106,C000115,2025-08-19 19:00:00,P00028,2,29.94,0.0,completed
O00002107,C000115,2025-08-20 10:00:00,P00046,3,151.44,0.0,completed
O00002108,C000115,2025-08-30 10:00:00,P00030,3,33.42,0.0,completed
O00002109,C000115,2025-09-05 06:00:00,P00027,1,18.53,0.0,completed
O00002110,C000115,2025-09-09 15:00:00,P00074,1,14.95,0.0,completed
O00002111,C000115,2025-09-12 12:00:00,P00073,3,57.54,0.1,completed
O00002112,C000115,2025-09-14 22:00:00,P00009,3,90.77,0.1,completed
O00002113,C000115,2025-09-30 22:00:00,P00053,3,118.47,0.0,cancelled
O00002114,C000115,2025-10-07 21:00:00,P00058,3,65.13,0.0,completed
O00002115,C000115,2025-10-12 17:00:00,P00058,3,58.62,0.1,completed
O00002116,C000115,2025-10-31 20:00:00,P00076,1,63.51,0.0,completed
O00002117,C000115,2025-11-02 03:00:00,P00063,1,23.18,0.1,completed
O00002118,C000115,2025-11-03 22:00:00,P00079,2,62.13,0.2,completed
O00002119,C000115,2025-11-17 11:00:00,P00032,2,22.85,0.2,refunded
O00002120,C000115,2025-11-30 21:00:00,P00034,3,78.96,0.0,completed
O00002121,C000115,2025-12-21 03:00:00,P00034,2,47.38,0.1,completed
O00002122,C000115,2026-01-18 04:00:00,P00001,3,54.87,0.0,completed
O00002123,C000115,2026-01-24 08:00:00,P00000,1,36.42,0.2,completed
O00002124,C000115,2026-02-17 05:00:00,P00032,1,14.28,0.0,completed
O00002125,C000115,2026-02-24 14:00:00,P00059,1,10.74,0.2,completed
O00002126,C000115,2026-03-02 01:00:00,P00063,1,25.76,0.0,completed
O00002127,C000115,2026-03-29 18:00:00,P00045,1,14.42,0.1,completed
O00002128,C000115,2026-04-02 00:00:00,P00018,1,11.2,0.1,completed
O00002129,C000115,2026-04-07 23:00:00,P00073,3,63.93,0.0,completed
O00002130,C000115,2026-04-08 03:00:00,P00059,1,13.42,0.0,refunded
O00002131,C000115,2026-04-11 03:00:00,P00069,2,316.39,0.1,completed
O00002132,C000115,2026-04-26 10:00:00,P00074,2,29.9,0.0,completed
O00002133,C000115,2026-04-26 20:00:00,P00013,2,35.48,0.1,completed
O00002134,C000115,2026-05-03 13:00:00,P00037,3,75.36,0.0,completed
O00002135,C000115,2026-05-10 01:00:00,P00071,2,43.22,0.0,completed
O00002136,C000115,2026-05-20 08:00:00,P00071,1,19.45,0.1,completed
O00002137,C000115,2026-05-23 23:00:00,P00039,2,33.31,0.2,completed
O00002138,C000115,2026-05-23 11:00:00,P00077,2,86.58,0.0,completed
O00002139,C000115,2026-06-03 21:00:00,P00033,1,14.36,0.1,completed
O00002140,C000115,2026-06-06 06:00:00,P00077,2,77.92,0.1,completed
O00002141,C000115,2026-06-12 21:00:00,P00009,3,80.69,0.2,completed
O00002142,C000115,2026-06-23 04:00:00,P00039,1,20.82,0.0,completed
O00002143,C000116,2025-04-15 16:00:00,P00014,1,10.24,0.0,completed
O00002144,C000117,2024-12-11 05:00:00,P00012,2,26.14,0.0,completed
O00002145,C000117,2024-12-12 19:00:00,P00033,2,28.71,0.1,completed
O00002146,C000117,2024-12-13 08:00:00,P00017,3,14.91,0.0,completed
O00002147,C000117,2025-01-02 15:00:00,P00017,3,11.93,0.2,completed
O00002148,C000117,2025-01-04 08:00:00,P00036,2,30.18,0.0,completed
O00002149,C000117,2025-01-30 04:00:00,P00043,2,13.79,0.2,completed
O00002150,C000117,2025-02-03 06:00:00,P00020,1,31.03,0.0,completed
O00002151,C000117,2025-02-05 18:00:00,P00073,2,42.62,0.0,completed
O00002152,C000117,2025-02-17 08:00:00,P00076,2,127.02,0.0,completed
O00002153,C000117,2025-02-22 14:00:00,P00005,3,60.94,0.1,completed
O00002154,C000117,2025-02-27 11:00:00,P00003,3,57.98,0.2,completed
O00002155,C000117,2025-03-05 12:00:00,P00079,3,116.49,0.0,completed
O00002156,C000117,2025-03-19 06:00:00,P00016,3,34.48,0.1,completed
O00002157,C000117,2025-03-23 05:00:00,P00065,2,104.26,0.0,completed
O00002158,C000117,2025-03-24 14:00:00,P00029,1,24.16,0.1,completed
O00002159,C000117,2025-04-19 14:00:00,P00033,3,47.85,0.0,completed
O00002160,C000117,2025-05-20 11:00:00,P00065,2,83.41,0.2,completed
O00002161,C000117,2025-05-21 17:00:00,P00004,1,18.5,0.0,completed
O00002162,C000117,2025-05-27 03:00:00,P00067,1,12.58,0.0,completed
O00002163,C000117,2025-05-28 12:00:00,P00031,2,8.87,0.1,completed
O00002164,C000117,2025-06-05 09:00:00,P00000,3,109.27,0.2,completed
O00002165,C000117,2025-06-28 01:00:00,P00079,2,69.89,0.1,completed
O00002166,C000117,2025-07-09 21:00:00,P00021,1,9.09,0.0,completed
O00002167,C000117,2025-07-15 20:00:00,P00056,2,39.69,0.1,completed
O00002168,C000117,2025-08-11 15:00:00,P00020,3,93.09,0.0,completed
O00002169,C000117,2025-08-23 04:00:00,P00050,3,150.75,0.0,completed
O00002170,C000117,2025-09-08 17:00:00,P00005,2,36.11,0.2,completed
O00002171,C000117,2025-09-19 14:00:00,P00074,3,35.88,0.2,completed
O00002172,C000117,2025-10-10 01:00:00,P00004,1,18.5,0.0,completed
O00002173,C000117,2025-11-05 17:00:00,P00045,1,12.82,0.2,completed
O00002174,C000117,2025-11-28 05:00:00,P00014,2,20.48,0.0,completed
O00002175,C000117,2025-12-14 07:00:00,P00012,3,39.21,0.0,completed
O00002176,C000117,2026-01-06 18:00:00,P00053,1,35.54,0.1,completed
O00002177,C000117,2026-01-08 08:00:00,P00067,2,22.64,0.1,completed
O00002178,C000117,2026-01-12 12:00:00,P00001,3,54.87,0.0,completed
O00002179,C000117,2026-01-18 14:00:00,P00030,2,22.28,0.0,completed
O00002180,C000117,2026-01-23 01:00:00,P00075,2,43.65,0.1,completed
O00002181,C000117,2026-01-27 17:00:00,P00069,1,175.77,0.0,completed
O00002182,C000117,2026-03-11 18:00:00,P00043,2,17.24,0.0,completed
O00002183,C000117,2026-03-18 15:00:00,P00063,1,20.61,0.2,completed
O00002184,C000117,2026-03-21 01:00:00,P00015,3,26.16,0.2,completed
O00002185,C000117,2026-03-22 21:00:00,P00009,2,67.24,0.0,completed
O00002186,C000117,2026-04-18 15:00:00,P00054,2,18.26,0.0,completed
O00002187,C000117,2026-04-27 15:00:00,P00054,1,9.13,0.0,completed
O00002188,C000117,2026-05-14 11:00:00,P00038,3,133.59,0.0,completed
O00002189,C000117,2026-06-10 23:00:00,P00069,3,527.31,0.0,completed
O00002190,C000118,2024-06-30 21:00:00,P00056,1,19.85,0.1,completed
O00002191,C000118,2024-08-04 08:00:00,P00041,1,17.81,0.0,completed
O00002192,C000118,2024-08-21 01:00:00,P00017,2,9.94,0.0,refunded
O00002193,C000118,2024-09-17 18:00:00,P00066,1,5.94,0.2,completed
O00002194,C000118,2024-09-22 09:00:00,P00038,2,89.06,0.0,completed
O00002195,C000118,2024-11-02 05:00:00,P00050,3,120.6,0.2,completed
O00002196,C000118,2025-02-05 12:00:00,P00025,3,65.62,0.2,completed
O00002197,C000118,2025-04-05 07:00:00,P00012,3,39.21,0.0,completed
O00002198,C000118,2025-04-11 12:00:00,P00037,2,50.24,0.0,completed
O00002199,C000118,2025-04-18 00:00:00,P00007,2,85.81,0.2,completed
O00002200,C000118,2025-04-20 03:00:00,P00077,2,86.58,0.0,completed
O00002201,C000118,2025-05-14 08:00:00,P00014,2,18.43,0.1,completed
O00002202,C000118,2025-06-26 08:00:00,P00047,3,85.47,0.0,completed
O00002203,C000118,2025-06-28 16:00:00,P00019,1,15.3,0.1,completed
O00002204,C000118,2025-07-18 17:00:00,P00060,2,72.38,0.0,completed
O00002205,C000118,2025-07-25 08:00:00,P00042,2,77.94,0.0,completed
O00002206,C000118,2025-09-04 09:00:00,P00035,3,76.5,0.0,completed
O00002207,C000118,2025-10-09 09:00:00,P00024,3,53.68,0.1,completed
O00002208,C000118,2025-11-23 07:00:00,P00072,3,10.9,0.2,completed
O00002209,C000118,2025-11-25 04:00:00,P00044,2,60.0,0.2,completed
O00002210,C000118,2025-11-29 13:00:00,P00067,3,37.74,0.0,refunded
O00002211,C000118,2025-11-30 13:00:00,P00013,2,39.42,0.0,completed
O00002212,C000118,2026-02-02 02:00:00,P00078,1,18.48,0.0,cancelled
O00002213,C000118,2026-03-15 08:00:00,P00040,3,29.64,0.2,completed
O00002214,C000118,2026-04-22 02:00:00,P00072,2,7.26,0.2,completed
O00002215,C000118,2026-05-07 05:00:00,P00022,1,21.1,0.1,completed
O00002216,C000118,2026-05-10 05:00:00,P00043,2,17.24,0.0,completed
O00002217,C000118,2026-06-20 04:00:00,P00011,1,18.72,0.0,completed
O00002218,C000118,2026-06-20 18:00:00,P00018,3,29.86,0.2,completed
O00002219,C000119,2024-11-17 19:00:00,P00067,3,37.74,0.0,completed
O00002220,C000119,2025-02-19 11:00:00,P00020,2,62.06,0.0,completed
O00002221,C000119,2025-03-19 11:00:00,P00020,1,24.82,0.2,completed
O00002222,C000119,2025-05-11 19:00:00,P00055,1,9.19,0.1,completed
O00002223,C000119,2025-05-24 11:00:00,P00036,1,15.09,0.0,completed
O00002224,C000120,2024-09-17 16:00:00,P00033,2,31.9,0.0,completed
O00002225,C000120,2024-09-20 20:00:00,P00062,1,32.33,0.0,completed
O00002226,C000120,2024-10-09 09:00:00,P00037,2,40.19,0.2,completed
O00002227,C000120,2024-10-26 21:00:00,P00061,2,27.12,0.2,completed
O00002228,C000120,2024-10-29 22:00:00,P00012,2,23.53,0.1,completed
O00002229,C000120,2024-11-09 10:00:00,P00003,2,48.32,0.0,completed
O00002230,C000120,2024-11-24 21:00:00,P00077,2,69.26,0.2,completed
O00002231,C000120,2024-11-26 04:00:00,P00020,1,24.82,0.2,completed
O00002232,C000120,2024-11-28 22:00:00,P00046,1,40.38,0.2,completed
O00002233,C000120,2024-12-29 07:00:00,P00067,2,25.16,0.0,completed
O00002234,C000120,2024-12-31 18:00:00,P00079,2,62.13,0.2,completed
O00002235,C000120,2025-01-04 06:00:00,P00045,2,32.04,0.0,completed
O00002236,C000120,2025-01-23 03:00:00,P00074,1,11.96,0.2,completed
O00002237,C000120,2025-01-24 15:00:00,P00015,2,21.8,0.0,completed
O00002238,C000120,2025-03-03 20:00:00,P00071,2,43.22,0.0,completed
O00002239,C000120,2025-03-17 16:00:00,P00077,1,43.29,0.0,completed
O00002240,C000120,2025-04-17 11:00:00,P00003,2,48.32,0.0,completed
O00002241,C000120,2025-04-21 08:00:00,P00027,3,55.59,0.0,refunded
O00002242,C000120,2025-05-16 19:00:00,P00033,2,31.9,0.0,completed
O00002243,C000120,2025-05-29 12:00:00,P00027,1,18.53,0.0,completed
O00002244,C000120,2025-06-01 02:00:00,P00053,2,78.98,0.0,completed
O00002245,C000120,2025-06-10 08:00:00,P00002,1,32.54,0.0,completed
O00002246,C000120,2025-06-19 10:00:00,P00034,3,78.96,0.0,completed
O00002247,C000120,2025-06-22 18:00:00,P00066,3,22.29,0.0,completed
O00002248,C000120,2025-06-26 18:00:00,P00049,2,79.96,0.1,completed
O00002249,C000120,2025-07-21 01:00:00,P00031,2,7.89,0.2,completed
O00002250,C000120,2025-08-02 00:00:00,P00059,2,26.84,0.0,cancelled
O00002251,C000120,2025-09-23 05:00:00,P00022,2,37.5,0.2,completed
O00002252,C000120,2025-09-29 10:00:00,P00075,3,72.75,0.0,completed
O00002253,C000120,2025-10-22 09:00:00,P00019,3,45.9,0.1,completed
O00002254,C000120,2025-11-07 14:00:00,P00009,1,33.62,0.0,completed
O00002255,C000120,2025-12-03 21:00:00,P00030,2,17.82,0.2,completed
O00002256,C000120,2025-12-10 08:00:00,P00010,1,13.98,0.2,completed
O00002257,C000120,2025-12-13 22:00:00,P00056,1,22.05,0.0,refunded
O00002258,C000120,2026-01-02 23:00:00,P00026,3,75.09,0.1,completed
O00002259,C000120,2026-01-19 23:00:00,P00010,1,15.72,0.1,completed
O00002260,C000120,2026-01-23 14:00:00,P00048,1,28.6,0.2,completed
O00002261,C000120,2026-01-24 22:00:00,P00076,1,63.51,0.0,completed
O00002262,C000120,2026-03-23 21:00:00,P00069,3,527.31,0.0,completed
O00002263,C000120,2026-04-05 03:00:00,P00056,1,17.64,0.2,completed
O00002264,C000120,2026-04-13 08:00:00,P00042,3,116.91,0.0,completed
O00002265,C000120,2026-04-19 07:00:00,P00042,2,62.35,0.2,completed
O00002266,C000120,2026-05-29 15:00:00,P00055,3,30.63,0.0,completed
O00002267,C000120,2026-06-01 17:00:00,P00010,3,52.41,0.0,completed
O00002268,C000120,2026-06-05 17:00:00,P00009,3,100.86,0.0,completed
O00002269,C000120,2026-06-14 00:00:00,P00015,1,8.72,0.2,completed
O00002270,C000121,2024-10-30 15:00:00,P00037,1,25.12,0.0,completed
O00002271,C000121,2024-10-30 09:00:00,P00014,2,18.43,0.1,completed
O00002272,C000121,2024-12-03 01:00:00,P00069,1,175.77,0.0,completed
O00002273,C000121,2024-12-22 02:00:00,P00076,1,50.81,0.2,refunded
O00002274,C000121,2025-02-20 16:00:00,P00050,1,40.2,0.2,completed
O00002275,C000121,2025-02-27 18:00:00,P00054,1,9.13,0.0,completed
O00002276,C000121,2025-03-08 02:00:00,P00046,2,100.96,0.0,completed
O00002277,C000121,2025-03-31 06:00:00,P00025,2,43.74,0.2,completed
O00002278,C000121,2025-04-09 15:00:00,P00070,3,20.55,0.0,completed
O00002279,C000121,2025-04-21 19:00:00,P00074,2,29.9,0.0,completed
O00002280,C000121,2025-05-09 07:00:00,P00079,1,38.83,0.0,completed
O00002281,C000121,2025-05-24 11:00:00,P00020,1,31.03,0.0,completed
O00002282,C000121,2025-06-02 15:00:00,P00003,1,24.16,0.0,completed
O00002283,C000121,2025-06-28 14:00:00,P00001,3,43.9,0.2,completed
O00002284,C000121,2025-08-13 07:00:00,P00036,1,12.07,0.2,completed
O00002285,C000121,2025-09-17 10:00:00,P00039,3,49.97,0.2,completed
O00002286,C000121,2025-10-15 02:00:00,P00073,2,42.62,0.0,completed
O00002287,C000121,2025-11-07 13:00:00,P00041,3,53.43,0.0,completed
O00002288,C000121,2025-11-29 07:00:00,P00055,1,10.21,0.0,completed
O00002289,C000121,2025-12-28 22:00:00,P00068,1,29.54,0.2,completed
O00002290,C000121,2026-01-13 00:00:00,P00043,3,25.86,0.0,completed
O00002291,C000121,2026-01-17 00:00:00,P00001,1,18.29,0.0,completed
O00002292,C000121,2026-01-23 20:00:00,P00057,2,112.1,0.0,completed
O00002293,C000121,2026-01-26 10:00:00,P00052,3,36.42,0.0,completed
O00002294,C000121,2026-02-08 21:00:00,P00058,3,65.13,0.0,completed
O00002295,C000121,2026-03-14 17:00:00,P00053,1,39.49,0.0,completed
O00002296,C000121,2026-04-17 09:00:00,P00025,2,49.21,0.1,completed
O00002297,C000121,2026-04-25 09:00:00,P00024,3,53.68,0.1,completed
O00002298,C000121,2026-05-10 18:00:00,P00054,3,21.91,0.2,completed
O00002299,C000121,2026-05-13 03:00:00,P00028,2,29.94,0.0,completed
O00002300,C000121,2026-05-18 04:00:00,P00069,2,351.54,0.0,completed
O00002301,C000121,2026-06-29 13:00:00,P00011,1,18.72,0.0,completed
O00002302,C000122,2024-02-01 01:00:00,P00020,1,27.93,0.1,completed
O00002303,C000122,2024-02-01 10:00:00,P00017,2,9.94,0.0,completed
O00002304,C000122,2024-02-12 08:00:00,P00078,2,36.96,0.0,completed
O00002305,C000122,2024-03-01 05:00:00,P00057,1,56.05,0.0,refunded
O00002306,C000122,2024-03-01 09:00:00,P00059,2,26.84,0.0,completed
O00002307,C000122,2024-03-18 13:00:00,P00036,3,45.27,0.0,completed
O00002308,C000122,2024-04-01 00:00:00,P00070,2,13.7,0.0,completed
O00002309,C000122,2024-04-11 08:00:00,P00012,1,13.07,0.0,completed
O00002310,C000122,2024-04-12 07:00:00,P00051,3,126.9,0.0,completed
O00002311,C000122,2024-04-12 12:00:00,P00007,2,107.26,0.0,completed
O00002312,C000122,2024-04-27 10:00:00,P00028,3,44.91,0.0,completed
O00002313,C000122,2024-05-20 02:00:00,P00065,2,104.26,0.0,completed
O00002314,C000122,2024-06-08 01:00:00,P00011,2,29.95,0.2,completed
O00002315,C000122,2024-06-21 04:00:00,P00045,2,32.04,0.0,completed
O00002316,C000122,2024-08-14 14:00:00,P00056,1,22.05,0.0,completed
O00002317,C000122,2024-08-17 05:00:00,P00063,3,77.28,0.0,completed
O00002318,C000122,2024-08-21 06:00:00,P00063,2,51.52,0.0,completed
